,AI,IT,HC,DS,LG,SY,SI,LO,DB,DM,NA,GT,NI,SE,CV,NE,IR,CG,SC,DC,AR,PL,GR,CC,FL,CR,PF,ET,CE,CY,OH,SD,DL,MM,MS,CL,MA,RO,OS,cmp-lg,GL
20,"('belief_revision', 5)","('broadcast_channel', 32)","('social_psychology', 1)","('edit_distance', 5)","('generalization_bound', 6)","('smart_grid', 3)","('data_mining', 4)","('timed_automata', 5)","('query_evaluation', 2)","('cubic_graphs', 5)","('quantum_chemistry', 2)","('stackelberg_games', 3)","('energy_harvesting', 5)","('knowledge_management', 2)","('kernel_methods', 7)","('markov_chain', 2)","('recommendation_system', 2)","('delaunay_triangulation', 2)","('equational_constraint', 2)","('mobile_agent', 4)","('exact_cover', 1)","('bounded_choice', 2)","('behavior_forensics', 1)","('strassen_algorithm', 2)","('upper_bound', 3)","('key_exchange', 4)","('network_availability', 1)","('kernel_methods', 1)","('dc_programming', 2)","('urban_morphology', 1)","('a/d_converter', 1)","('machine_learning', 1)","('open_access', 1)","('spread_spectrum', 1)","('double_double', 1)","('phonological_posteriors', 1)","('deterministic_exploration', 1)","('viscous_fluid', 1)",,"('brown_corpus', 1)",
21,"('rough_sets', 4)","('wireless_networks', 32)","('ubiquitous_sensing', 1)","('bin_packing', 5)","('metric_learning', 6)","('stability_analysis', 3)","('graph_clustering', 4)","('theorem_proving', 5)","('knowledge_discovery', 2)","('markov_chain', 5)","('parabolic_equation', 2)","('voting_power', 3)","('stackelberg_game', 5)","('morphological_design', 2)","('image_restoration', 6)","('unsupervised_learning', 2)","('web_advertisement', 2)","('spanning_ratio', 2)","('regular_chains', 2)","('gpu_computing', 4)","('generic_programming', 1)","('symbolic_execution', 2)","('subdivision_surfaces', 1)","('vlsi_design', 2)","('cellular_automaton', 3)","('anomaly_detection', 4)","('failure_frequency', 1)","('hyperdimensional_computing', 1)","('american_option', 2)","('research_assessment', 1)","('dec_fd', 1)","('acoustic_background', 1)","('information_system', 1)","('side_information', 1)","('path_tracking', 1)","('linguistic_parsing', 1)","('discrete_environment', 1)","('saturated_control', 1)",,"('computational_lexicons', 1)",
22,"('concept_theory', 4)","('secrecy_capacity', 31)","('activity_recognition', 1)","('string_matching', 5)","('mutual_information', 6)","('distributed_control', 3)","('graph_mining', 4)","('temporal_logic', 5)","('hashing_strings', 2)","('sturmian_words', 5)","('splitting_schemes', 2)","('coalition_formation', 3)","('rate_allocation', 4)","('combinatorial_optimization', 2)","('scene_understanding', 6)","('reservoir_computing', 2)","('machine_learning', 2)","('geometric_dimension', 2)","('problem_formulation', 2)","('average_consensus', 4)","('hardware_modeling', 1)","('cost_analysis', 2)","('midpoint_subdivision', 1)","('survey_propagation', 2)","('computational_complexity', 2)","('differential_attack', 4)","('failure_rate', 1)","('deutsch_jozsa', 1)","('richardson_extrapolation', 2)","('peer_review', 1)","('cognitive_radio', 1)","('sliding_block', 1)","('knowledge_management', 1)","('interference_cancellation', 1)","('polynomial_system', 1)","('lexical_distances', 1)","('limited_visibility', 1)","('controllability_domain', 1)",,,
23,"('description_logic', 4)","('belief_propagation', 30)","('sentiment_sensing', 1)","('planar_graphs', 5)","('gibbs_sampling', 6)","('electric_vehicle', 3)","('bipartite_network', 3)","('automated_reasoning', 5)","('source_selection', 2)","('chromatic_number', 4)","('sparse_grids', 2)","('quantum_game', 3)","('mobile_networks', 4)","('decision_making', 2)","('object_segmentation', 6)","('restart_strategy', 2)","('information_extraction', 2)","('competitive_analysis', 2)","('smith_form', 2)","('distributed_optimization', 4)","('vlsi_architecture', 1)","('static_analysis', 2)","('difference_schemes', 1)","('belief_propagation', 2)","('regular_expressions', 2)","('convex_approximation', 3)","('generating_function', 1)","('de_quantisation', 1)","('stability_analysis', 2)","('action_research', 1)","('low_power', 1)","('stochastic_gradient', 1)","('academic_productivity', 1)","('multi_homing', 1)","('polynomial_homotopy', 1)","('phylogenetic_trees', 1)","('observation_methods', 1)","('jordan_form', 1)",,,
24,"('answer_sets', 4)","('error_exponent', 30)","('pervasive_computing', 1)","('facility_location', 5)","('tensor_decomposition', 5)","('optimal_control', 3)","('network_formation', 3)","('process_calculus', 5)","('frequent_episodes', 2)","('vertex_coloring', 4)","('approximation_theory', 2)","('backward_induction', 3)","('access_points', 4)","('software_quality', 2)","('visual_tracking', 6)","('behavioural_diversity', 2)","('behavioral_targeting', 2)","('algebraic_curves', 2)","('algebraic_number', 2)","('communication_complexity', 4)","('flipping_structure', 1)","('abstract_interpretation', 2)","('extraordinary_points', 1)","('arithmetic_circuits', 2)","('left_ideal', 2)","('machine_learning', 3)","('mmse_receiver', 1)","('dna_storage', 1)","('numerical_stability', 1)","('signal_processing', 1)","('wideband_sensing', 1)","('spectral_subtraction', 1)","('scholarly_communication', 1)","('fountain_code', 1)","('quad_double', 1)","('component_analysis', 1)","('collaborative_cleaning', 1)","('object_slam', 1)",,,
25,"('belief_propagation', 4)","('mimo_systems', 29)","('rf_signals', 1)","('combinatorial_problems', 5)","('model_selection', 5)","('cooperative_control', 3)","('social_influence', 3)","('clique_width', 4)","('e_science', 1)","('planar_graph', 4)","('stability_analysis', 2)","('network_formation', 3)","('infrastructure_mode', 4)","('data_mining', 2)","('action_recognition', 6)","('transfer_learning', 2)","('granular_computing', 2)","('hyperbolic_geometry', 2)","('algebraic_surface', 2)","('energy_efficiency', 4)","('virtual_device', 1)","('partial_deduction', 2)","('characteristic_map', 1)","('turing_machine', 2)","('formal_mathematics', 2)","('logistic_map', 3)","('program_optimisation', 1)","('cellular_networks', 1)","('uncertainty_propagation', 1)","('networked_control', 1)","('machine_tool', 1)","('system_generator', 1)","('scientific_workflow', 1)","('motion_compensation', 1)","('knowledge_management', 1)","('continuous_speech', 1)","('collaborative_search', 1)","('object_recognition', 1)",,,
26,"('cellular_automata', 4)","('relay_channel', 28)","('recommender_systems', 1)","('parallel_algorithms', 5)","('random_forest', 5)","('stochastic_stability', 3)","('social_learning', 3)","('tree_width', 4)","('scientific_workflow', 1)","('edge_partition', 4)","('large_deformation', 1)","('combinatorial_auctions', 3)","('small_cells', 4)","('symbolic_execution', 2)","('nuclear_norm', 6)","('complex_networks', 2)","('text_clustering', 2)","('hyperbolic_plane', 2)","('border_basis', 2)","('task_parallelism', 4)","('ldpc_codes', 1)","('program_specialisation', 2)","('image_processing', 1)","('block_sensitivity', 2)","('proof_assistant', 2)","('error_correction', 3)","('performance_experiments', 1)","('renewable_energy', 1)","('discontinuous_galerkin', 1)","('communication_theory', 1)","('link_errors', 1)","('spectral_analysis', 1)","('scientific_method', 1)","('cooperative_communications', 1)","('05.10._a', 1)","('question_answering', 1)","('decentralized_systems', 1)","('spiking_neurons', 1)",,,
27,"('belief_function', 3)","('capacity_region', 27)","('events_recommendation', 1)","('submodular_functions', 5)","('matrix_completion', 5)","('distributed_consensus', 3)","('bipartite_networks', 3)","('finite_automata', 4)","('causality_', 1)","('equitable_coloring', 4)","('convex_optimization', 1)","('strategic_equivalence', 2)","('user_association', 4)","('change_patterns', 2)","('image_registration', 6)","('gaussian_process', 2)","('social_media', 2)","('mesh_generation', 2)","('symbolic_summation', 2)","('cellular_automata', 4)","('multitasking_system', 1)","('quantum_computation', 2)","('vision_science', 1)","('planar_graphs', 2)","('program_verification', 2)","('cross_matching', 3)","('traffic_classification', 1)","('energy_balancing', 1)","('conservation_properties', 1)","('information_theory', 1)","('thermal_disturbance', 1)","('linear_prediction', 1)","('open_knowledge', 1)","('gesture_tracking', 1)","('catalan_families', 1)","('weak_supervision', 1)","('grid_search', 1)","('associative_learning', 1)",,,
28,"('cognitive_architecture', 3)","('sensor_networks', 27)","('contextual_factors', 1)","('interval_graph', 4)","('learning_theory', 5)","('robust_observers', 3)","('approximation_algorithms', 3)","('topological_properties', 4)","('diagnosis_', 1)","('spanning_tree', 4)","('discrete_optimization', 1)","('energy_efficiency', 2)","('vehicular_networks', 4)","('problem_solving', 2)","('matrix_factorization', 6)","('cuckoo_search', 2)","('text_classification', 2)","('spanning_tree', 2)","('jacobi_number', 2)","('anonymous_network', 3)","('asynchronous_system', 1)","('constraint_programming', 2)","('cognitive_science', 1)","('intrinsic_universality', 2)","('christoffel_words', 2)","('data_hiding', 3)","('traffic_sampling', 1)","('network_planing', 1)","('subtraction_method', 1)","('electrical_engineering', 1)","('actor_models', 1)","('phonetic_classes', 1)","('open_education', 1)","('aerial_dance', 1)","('fenics_project', 1)","('embedding_models', 1)","('expanding_domains', 1)","('agents_simulation', 1)",,,
29,"('human_reasoning', 3)","('power_control', 26)","('social_web', 1)","('metric_space', 4)","('ensemble_learning', 5)","('network_coding', 2)","('link_prediction', 3)","('borel_sets', 4)","('repairs_', 1)","('cartesian_product', 4)","('proximal_methods', 1)","('optimal_mechanism', 2)","('distributed_algorithm', 4)","('software_testing', 2)","('feature_extraction', 6)","('knapsack_problem', 2)","('kolmogorov_complexity', 2)","('delaunay_complex', 2)","('sparse_matrix', 2)","('stochastic_approximation', 3)","('non_anticipation', 1)","('pattern_matching', 2)","('polyhedral_mesh', 1)","('fractional_polymorphisms', 2)","('synchronizing_automata', 2)","('cellular_automata', 3)","('traffic_estimation', 1)","('boolean_logic', 1)","('martensite_transformation', 1)","('computer_science', 1)","('orthogonal_routing', 1)","('manner_classes', 1)","('open_science', 1)","('action_graph', 1)","('dolfin_adjoint', 1)","('oral_history', 1)","('matrix_exponent', 1)","('artificial_life', 1)",,,
30,"('belief_functions', 3)","('cyclic_codes', 26)","('user_studies', 1)","('load_balancing', 4)","('function_approximation', 5)","('adaptive_networks', 2)","('markov_chain', 3)","('decision_problems', 4)","('pattern_mining', 1)","('crossing_number', 4)","('inverse_problems', 1)","('pareto_optimality', 2)","('ieee_802.11', 4)","('human_factors', 2)","('transfer_learning', 5)","('solution_quality', 2)","('non_parametric', 1)","('simplicial_meshes', 2)","('generalized_inverses', 2)","('distributed_computation', 3)","('time_invariance', 1)","('mutual_exclusion', 1)","('linear_space', 1)","('kolmogorov_extractors', 2)","('quotient_complexity', 2)","('relay_attack', 3)","('performance_analysis', 1)","('canalising_functions', 1)","('vibration_damping', 1)","('mobile_phone', 1)","('stress_majorization', 1)","('harmony_perception', 1)","('open_governance', 1)","('video_conferencing', 1)","('tangent_linear', 1)","('discourse_segmentation', 1)","('e_services', 1)","('streaming_spark', 1)",,,
31,"('description_logics', 3)","('weight_distribution', 25)","('distance_teaching', 1)","('vertex_cover', 4)","('multitask_learning', 5)","('root_locus', 2)","('information_propagation', 3)","('classical_logic', 4)","('web_browser', 1)","('np_hard', 4)","('computer_vision', 1)","('correlated_equilibrium', 2)","('complex_networks', 4)","('software_visualization', 2)","('face_detection', 5)","('pattern_recognition', 2)","('metabolic_syndrome', 1)","('delaunay_refinement', 2)","('rational_matrices', 2)","('probabilistic_analysis', 3)","('fundamental_mode', 1)","('linear_logic', 1)","('image_retargeting', 1)","('descriptive_complexity', 2)","('generative_power', 2)","('finite_fields', 3)","('wireless_network', 1)","('universal_gates', 1)","('energy_demand', 1)","('cote_d’ivoire', 1)","('numerical_algorithms', 1)","('cadzow_algorithm', 1)","('bibliometric_indexes', 1)","('audio_retrieval', 1)","('parallel_programming', 1)","('digital_libraries', 1)","('multiple_leaders', 1)","('expectation_maximization', 1)",,,
32,"('fuzzy_logic', 3)","('spectrum_sensing', 25)","('database_interface', 1)","('greedy_algorithm', 4)","('feature_learning', 5)","('grobner_basis', 2)","('consensus_dynamics', 3)","('halting_problem', 4)","('language_translator', 1)","('interval_graph', 4)","('machine_learning', 1)","('social_network', 2)","('data_dissemination', 4)","('deductive_reasoning', 2)","('image_retrieval', 5)","('geometric_crossover', 2)","('bell_inequality', 1)","('orthogonal_projection', 2)","('characteristic_set', 2)","('gossip_algorithms', 3)","('generator_function', 1)","('choice_conjunction', 1)","('texture_detection', 1)","('boolean_functions', 2)","('quantum_computing', 2)","('mceliece_cryptosystem', 3)","('conflict_graph', 1)","('biological_intelligence', 1)","('sensitivity_analysis', 1)","('carbon_footprint', 1)","('bandwidth_selection', 1)","('edm_cone', 1)","('normalized_citations', 1)","('audio_fingerprinting', 1)","('empirical_interpolation', 1)","('n_grams', 1)","('set_tracking', 1)","('arterial_traffic', 1)",,,
33,"('approximate_inference', 3)","('polar_codes', 24)","('motion_capture', 1)","('graph_algorithm', 4)","('compressed_sensing', 5)","('networked_system', 2)","('network_dynamics', 2)","('formal_methods', 4)","('xml_schema', 1)","('combinatorial_problems', 4)","('big_data', 1)","('approximation_algorithms', 2)","('mac_protocols', 4)","('linked_data', 1)","('image_analysis', 5)","('local_search', 2)","('co_occurrence', 1)","('root_bound', 2)","('newton_iteration', 2)","('cloud_storage', 3)","('memory_hierarchy', 1)","('virtual_machine', 1)","('texture_saliency', 1)","('combinatorial_games', 2)","('automata_theory', 2)","('cca2_security', 3)","('throughput_performance', 1)","('channel_characteristics', 1)","('morris_method', 1)","('human_mobility', 1)","('congestion_control', 1)","('sound_recording', 1)","('digital_humanities', 1)","('content_identification', 1)","('scientific_computing', 1)","('language_families', 1)","('persistent_graphs', 1)","('travel_time', 1)",,,
34,"('partition_function', 3)","('game_theory', 24)","('outlier_detection', 1)","('independent_set', 4)","('gaussian_process', 5)","('sensitivity_penalization', 2)","('network_measures', 2)","('intuitionistic_logic', 4)","('json_schema', 1)","('np_completeness', 4)","('triangle_quadtree', 1)","('graph_coloring', 2)","('power_control', 4)","('semantic_authoring', 1)","('feature_selection', 5)","('neural_architecture', 2)","('ir_algorithms', 1)","('line_segments', 2)","('wiedemann_algorithm', 2)","('self_organization', 3)","('cache_structure', 1)","('probability_computation', 1)","('developable_surfaces', 1)","('combinatorial_algorithms', 2)","('nerode_automaton', 2)","('computational_complexity', 3)","('lattice_boltzmann', 1)","('packet_scheduling', 1)","('elementary_effects', 1)","('online_crime', 1)","('awareness_control', 1)","('hilbert_phase', 1)","('relational_scientometrics', 1)","('feature_trajectories', 1)","('forward_mode', 1)","('category_tfidf', 1)","('dynamical_system', 1)","('hybrid_systems', 1)",,,
35,"('simulated_annealing', 3)","('error_exponents', 24)","('internet_communities', 1)","('graph_theory', 4)","('recommender_systems', 5)","('consensus_algorithms', 2)","('weighted_networks', 2)","('resource_semantics', 4)","('task_reordering', 1)","('chordal_graph', 4)","('uncertainty_updating', 1)","('integer_programming', 2)","('distributed_systems', 4)","('fault_detection', 1)","('edge_detection', 5)","('supervised_learning', 2)","('quantum_theory', 1)","('general_dimension', 2)","('finite_field', 2)","('interconnection_networks', 3)","('virtual_threading(vth)', 1)","('probability_equation', 1)","('spline_surfaces', 1)","('graph_coloring', 2)","('černý_conjecture', 2)","('spread_spectrum', 3)","('sensing_matrix', 1)","('markov_chain', 1)","('dual_cones', 1)","('electronic_commerce', 1)","('approximation_algorithm', 1)","('hilbert_envelope', 1)","('topical_distribution', 1)","('dynamic_segmentation', 1)","('expression_templates', 1)","('stratified_tfidf', 1)","('opinion_dynamics', 1)","('language_learning', 1)",,,
36,"('decision_support', 3)","('convolutional_codes', 24)","('collective_phenomena', 1)","('planar_graph', 4)","('time_series', 5)","('opinion_dynamics', 2)","('research_collaboration', 2)","('λ_calculus', 4)","('similarity_queries', 1)","('efficient_domination', 4)","('bayesian_inference', 1)","('evolutionary_dynamics', 2)","('load_balancing', 4)","('detection_algorithms', 1)","('supervised_learning', 5)","('nk_landscapes', 2)","('apache_solr', 1)","('polytope_oracle', 2)","('polynomial_equations', 2)","('mobile_agents', 3)","('redundant_design', 1)","('constructive_failure', 1)","('multiple_view', 1)","('busy_beaver', 2)","('hyperbolic_plane', 2)","('finite_field', 3)","('stellar_dynamics', 1)","('queueing_delay', 1)","('linear_spaces', 1)","('iot_platforms', 1)","('orthogonal_basis', 1)","('analytic_signal', 1)","('topics_search', 1)","('software_protection', 1)","('mersenne_twister', 1)","('text_categorization', 1)","('attitude_change', 1)","('infinite_games', 1)",,,
37,"('graphical_models', 3)","('linear_codes', 23)","('google_map', 1)","('tree_decomposition', 4)","('variational_bayes', 5)","('energy_efficiency', 2)","('affiliation_networks', 2)","('ω_languages', 4)","('triangle_inequality', 1)","('bipartite_graph', 4)","('heterogeneous_materials', 1)","('nash_bargaining', 2)","('massive_mimo', 4)","('aerospace_systems', 1)","('spectral_clustering', 5)","('universal_approximation', 2)","('event_processing', 1)","('genus_zero', 2)","('global_optimization', 2)","('erasure_codes', 3)","('partial_reconfiguration', 1)","('proof_calculi', 1)","('quantum_chromodynamic', 1)","('placid_platypus', 2)","('random_generation', 2)","('oblivious_transfer', 3)","('supermarket_model', 1)","('error_correction', 1)","('simultaneous_solutions', 1)","('iot_marketplace', 1)","('comparative_judgments', 1)","('active_learning', 1)","('learning_resources', 1)","('graph_embedding', 1)","('dynamic_creator', 1)","('continuation_semantics', 1)","('social_influence', 1)","('motion_polynomial', 1)",,,
38,"('semantic_web', 3)","('iterative_decoding', 23)","('weighted_distance', 1)","('string_algorithms', 4)","('structure_learning', 5)","('cooperative_estimation', 2)","('collaboration_networks', 2)","('ω_powers', 4)","('conjunctive_queries', 1)","('interval_coloring', 4)","('transport_processes', 1)","('nash_implementation', 2)","('online_algorithms', 4)","('mixed_reality', 1)","('inverse_problems', 5)","('causal_inference', 1)","('text_streams', 1)","('digital_geometry', 2)","('minimal_polynomial', 2)","('parallel_processing', 3)","('exact_algorithms', 1)","('closure_types', 1)","('exploratory_visualization', 1)","('combinatorial_optimization', 2)","('symbolic_dynamics', 2)","('semantic_security', 3)","('stochastic_integral', 1)","('wang_tile', 1)","('truss_analysis', 1)","('gap_analysis', 1)","('linear_space', 1)","('speech_synthesis', 1)","('mathematics_classifications', 1)","('codec_algorithms', 1)","('raster_data', 1)","('discourse_structure', 1)","('network_protection', 1)","('dual_quaternions', 1)",,,
39,"('approximation_operator', 3)","('channel_coding', 23)","('route_ranking', 1)","('efficient_algorithms', 3)","('anomaly_detection', 4)","('networked_systems', 2)","('label_propagation', 2)","('cantor_topology', 4)","('database_repairs', 1)","('np_complete', 4)","('cross_diffusion', 1)","('evolutionary_game', 2)","('software_radio', 3)","('timed_automata', 1)","('super_resolution', 4)","('importance_sampling', 1)","('neural_network', 1)","('persistent_homology', 2)","('creative_telescoping', 2)","('random_sampling', 3)","('quantum_computing', 1)","('information_flow', 1)","('depth_cameras', 1)","('phase_transition', 2)","('regular_languages', 2)","('static_analysis', 3)","('call_center', 1)","('protoplasmic_tubes', 1)","('artificial_trader', 1)","('iot_ecosystem', 1)","('logarithmic_transformation', 1)","('maximum_spectral', 1)","('mathematics_subjects', 1)","('matrix_embedding', 1)","('cubic_polynomials', 1)","('rhetorical_relation', 1)","('distributed_architectures', 1)","('mechanism_synthesis', 1)",,,
40,"('probabilistic_reasoning', 3)","('lattice_codes', 22)","('virtual_reality', 1)","('exact_algorithm', 3)","('vc_dimension', 4)","('average_consensus', 2)","('triadic_closure', 2)","('complete_sets', 4)","('consistent_answers', 1)","('approximation_algorithms', 3)","('fluid_dynamics', 1)","('opinion_dynamics', 2)","('network_planning', 3)","('railway_interlocking', 1)","('semantic_segmentation', 4)","('cue_combination', 1)","('stream_features', 1)","('β_skeletons', 2)","('model_checking', 1)","('markov_chain', 3)","('reversible_circuits', 1)","('declarative_algorithms', 1)","('shape_modeling', 1)","('static_analysis', 2)","('boolean_operation', 2)","('stego_security', 3)","('numerical_methods', 1)","('hybrid_circuits', 1)","('parrondo_strategy', 1)","('creative_learning', 1)","('linear_programming', 1)","('receptive_field', 1)","('social_science', 1)","('embedding_efficiency', 1)","('hexagonal_raster', 1)","('λ_calculus', 1)","('information_management', 1)","('bennett_flip', 1)",,,
41,"('cognitive_science', 3)","('list_decoding', 22)","('augmented_virtuality', 1)","('randomized_rounding', 3)","('pac_learning', 4)","('kalman_filter', 2)","('adjacency_matrix', 2)","('formal_verification', 4)","('key_constraints', 1)","('exact_algorithm', 3)","('hard_thresholding', 1)","('online_learning', 2)","('link_scheduling', 3)","('application_data', 1)","('convolutional_networks', 4)","('neural_circuit', 1)","('cold_start', 1)","('pattern_formation', 2)","('greatest_fixpoint', 1)","('lower_bound', 3)","('resource_optimization', 1)","('flow_analysis', 1)","('curve_fitting', 1)","('counter_automata', 2)","('universal_witness', 2)","('crypt_analysis', 3)","('measurement_metrics', 1)","('organic_memristor', 1)","('space_filling', 1)","('online_communities', 1)","('incomplete_data', 1)","('spectro_temporal', 1)","('language_detection', 1)","('stego_codes', 1)","('hydrological_modelling', 1)","('entity_disambiguation', 1)","('network_simulation', 1)","('multiplication_trick', 1)",,,
42,"('recommender_systems', 3)","('hypothesis_testing', 21)","('web_interactions', 1)","('suffix_array', 3)","('gaussian_processes', 4)","('turbo_equalization', 2)","('matrix_functions', 2)","('decision_procedures', 4)","('data_management', 1)","('recurrence_relations', 3)","('matrix_inversion', 1)","('channel_allocation', 2)","('compressed_sensing', 3)","('automatic_verification', 1)","('camera_calibration', 4)","('limited_evaluations', 1)","('conditional_rbm', 1)","('t_mesh', 2)","('determinantal_varieties', 1)","('data_structure', 3)","('write_power', 1)","('observational_semantics', 1)","('virtual_environments', 1)","('robust_optimization', 2)","('string_rewriting', 2)","('internet_security', 3)","('measurement_methodology', 1)","('logic_gate', 1)","('tumbling_fibers', 1)","('social_computing', 1)","('dynamic_programming', 1)","('scale_space', 1)","('slotted_aloha', 1)","('quality_model', 1)","('water_routing', 1)","('sockpuppet_detection', 1)","('bipolar_choices', 1)","('direct_kinematic', 1)",,,
